model,scale,domain,fwd_scored_mean,rev_scored_mean,domain_scored_mean,fwd_raw_mean,rev_raw_mean,n_forward,n_reverse
GPT_5.2,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
GPT_5.2,IPIP-NEO-120,Agreeableness,3.7142857142857144,3.9411764705882355,3.875,3.7142857142857144,2.0588235294117645,7,17
GPT_5.2,IPIP-NEO-120,Conscientiousness,3.4705882352941178,4.0,3.625,3.4705882352941178,2.0,17,7
GPT_5.2,IPIP-NEO-120,Extraversion,3.1904761904761907,3.3333333333333335,3.2083333333333335,3.1904761904761907,2.6666666666666665,21,3
GPT_5.2,IPIP-NEO-120,Neuroticism,3.0,3.0,3.0,3.0,3.0,19,5
GPT_5.2,IPIP-NEO-120,Openness,3.3333333333333335,3.111111111111111,3.25,3.3333333333333335,2.888888888888889,15,9
GPT_5.2,SD3,Narcissism,3.0,3.0,3.0,3.0,3.0,6,3
GPT_5.2,SD3,Psychopathy,2.4285714285714284,3.0,2.5555555555555554,2.4285714285714284,3.0,7,2
GPT_5.2,ZKPQ-50-CC,Activity,0.0,1.0,0.2,0.0,0.0,8,2
GPT_5.2,ZKPQ-50-CC,Aggression-Hostility,0.0,1.0,0.3,0.0,0.0,7,3
GPT_5.2,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,1.0,0.1,0.0,0.0,9,1
GPT_5.2,ZKPQ-50-CC,Sociability,0.0,1.0,0.6,0.0,0.0,4,6
Gemini-3-Flash-Preview,EPQR-A,Extraversion,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3
Gemini-3-Flash-Preview,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Gemini-3-Flash-Preview,IPIP-NEO-120,Agreeableness,3.7142857142857144,3.764705882352941,3.75,3.7142857142857144,2.235294117647059,7,17
Gemini-3-Flash-Preview,IPIP-NEO-120,Conscientiousness,3.8823529411764706,4.714285714285714,4.125,3.8823529411764706,1.2857142857142858,17,7
Gemini-3-Flash-Preview,IPIP-NEO-120,Extraversion,2.857142857142857,3.0,2.875,2.857142857142857,3.0,21,3
Gemini-3-Flash-Preview,IPIP-NEO-120,Neuroticism,1.8421052631578947,2.2,1.9166666666666667,1.8421052631578947,3.8,19,5
Gemini-3-Flash-Preview,IPIP-NEO-120,Openness,3.066666666666667,3.0,3.0416666666666665,3.066666666666667,3.0,15,9
Gemini-3-Flash-Preview,SD3,Narcissism,2.3333333333333335,3.6666666666666665,2.7777777777777777,2.3333333333333335,2.3333333333333335,6,3
Gemini-3-Flash-Preview,SD3,Psychopathy,1.3333333333333333,1.0,1.25,1.3333333333333333,5.0,7,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Activity,0.0,0.5,0.1,0.0,0.5,8,2
Gemini-3-Flash-Preview,ZKPQ-50-CC,Aggression-Hostility,0.0,0.3333333333333333,0.1,0.0,0.6666666666666666,7,3
Gemini-3-Flash-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Gemini-3-Flash-Preview,ZKPQ-50-CC,Sociability,0.0,0.5,0.3,0.0,0.5,4,6
Gemini-3.1-Flash-Lite,EPQR-A,Extraversion,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3
Gemini-3.1-Flash-Lite,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Agreeableness,4.0,3.823529411764706,3.869565217391304,4.0,2.176470588235294,7,17
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Conscientiousness,3.823529411764706,3.5714285714285716,3.75,3.823529411764706,2.4285714285714284,17,7
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Extraversion,3.142857142857143,3.0,3.125,3.142857142857143,3.0,21,3
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Neuroticism,3.0,3.0,3.0,3.0,3.0,19,5
Gemini-3.1-Flash-Lite,IPIP-NEO-120,Openness,4.066666666666666,3.3333333333333335,3.7916666666666665,4.066666666666666,2.6666666666666665,15,9
Gemini-3.1-Flash-Lite,SD3,Narcissism,3.0,3.0,3.0,3.0,3.0,6,3
Gemini-3.1-Flash-Lite,SD3,Psychopathy,3.0,3.0,3.0,3.0,3.0,7,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Activity,0.125,0.5,0.2,0.125,0.5,8,2
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Aggression-Hostility,0.14285714285714285,0.3333333333333333,0.2,0.14285714285714285,0.6666666666666666,7,3
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Gemini-3.1-Flash-Lite,ZKPQ-50-CC,Sociability,0.0,0.8333333333333334,0.5,0.0,0.16666666666666666,4,6
Gemini-3.1-Pro-Preview,EPQR-A,Extraversion,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,3,3
Gemini-3.1-Pro-Preview,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Agreeableness,4.428571428571429,4.705882352941177,4.625,4.428571428571429,1.2941176470588236,7,17
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Conscientiousness,4.764705882352941,5.0,4.833333333333333,4.764705882352941,1.0,17,7
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Extraversion,2.5238095238095237,3.3333333333333335,2.625,2.5238095238095237,2.6666666666666665,21,3
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Neuroticism,1.105263157894737,1.0,1.0833333333333333,1.105263157894737,5.0,19,5
Gemini-3.1-Pro-Preview,IPIP-NEO-120,Openness,3.3333333333333335,3.6666666666666665,3.4583333333333335,3.3333333333333335,2.3333333333333335,15,9
Gemini-3.1-Pro-Preview,SD3,Narcissism,1.3333333333333333,4.333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,6,3
Gemini-3.1-Pro-Preview,SD3,Psychopathy,1.0,1.0,1.0,1.0,5.0,7,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Activity,0.25,0.5,0.3,0.25,0.5,8,2
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.0,0.3333333333333333,0.1,0.0,0.6666666666666666,7,3
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Gemini-3.1-Pro-Preview,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
Gemini_3-Pro-Preview,EPQR-A,Extraversion,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3
Gemini_3-Pro-Preview,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Gemini_3-Pro-Preview,IPIP-NEO-120,Agreeableness,4.285714285714286,4.764705882352941,4.625,4.285714285714286,1.2352941176470589,7,17
Gemini_3-Pro-Preview,IPIP-NEO-120,Conscientiousness,4.882352941176471,5.0,4.916666666666667,4.882352941176471,1.0,17,7
Gemini_3-Pro-Preview,IPIP-NEO-120,Extraversion,2.5238095238095237,3.3333333333333335,2.625,2.5238095238095237,2.6666666666666665,21,3
Gemini_3-Pro-Preview,IPIP-NEO-120,Neuroticism,1.0,1.0,1.0,1.0,5.0,19,5
Gemini_3-Pro-Preview,IPIP-NEO-120,Openness,3.533333333333333,3.888888888888889,3.6666666666666665,3.533333333333333,2.111111111111111,15,9
Gemini_3-Pro-Preview,SD3,Narcissism,1.6666666666666667,4.333333333333333,2.5555555555555554,1.6666666666666667,1.6666666666666667,6,3
Gemini_3-Pro-Preview,SD3,Psychopathy,1.0,1.0,1.0,1.0,5.0,7,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Activity,0.125,0.0,0.1,0.125,1.0,8,2
Gemini_3-Pro-Preview,ZKPQ-50-CC,Aggression-Hostility,0.0,0.0,0.0,0.0,1.0,7,3
Gemini_3-Pro-Preview,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Gemini_3-Pro-Preview,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
Kimi-K2.5,EPQR-A,Extraversion,0.0,1.0,0.5,0.0,0.0,3,3
Kimi-K2.5,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Kimi-K2.5,IPIP-NEO-120,Agreeableness,3.4285714285714284,4.470588235294118,4.166666666666667,3.4285714285714284,1.5294117647058822,7,17
Kimi-K2.5,IPIP-NEO-120,Conscientiousness,3.764705882352941,4.857142857142857,4.083333333333333,3.764705882352941,1.1428571428571428,17,7
Kimi-K2.5,IPIP-NEO-120,Extraversion,2.4285714285714284,3.0,2.5,2.4285714285714284,3.0,21,3
Kimi-K2.5,IPIP-NEO-120,Neuroticism,1.2105263157894737,1.8,1.3333333333333333,1.2105263157894737,4.2,19,5
Kimi-K2.5,IPIP-NEO-120,Openness,2.933333333333333,3.5555555555555554,3.1666666666666665,2.933333333333333,2.4444444444444446,15,9
Kimi-K2.5,SD3,Narcissism,2.1666666666666665,4.333333333333333,2.888888888888889,2.1666666666666665,1.6666666666666667,6,3
Kimi-K2.5,SD3,Psychopathy,1.2857142857142858,1.5,1.3333333333333333,1.2857142857142858,4.5,7,2
Kimi-K2.5,ZKPQ-50-CC,Activity,0.0,0.5,0.1,0.0,0.5,8,2
Kimi-K2.5,ZKPQ-50-CC,Aggression-Hostility,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,7,3
Kimi-K2.5,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Kimi-K2.5,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
Kimi-K2.6,EPQR-A,Extraversion,0.0,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,3,3
Kimi-K2.6,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Kimi-K2.6,IPIP-NEO-120,Agreeableness,3.2857142857142856,4.411764705882353,4.083333333333333,3.2857142857142856,1.588235294117647,7,17
Kimi-K2.6,IPIP-NEO-120,Conscientiousness,3.4705882352941178,5.0,3.9166666666666665,3.4705882352941178,1.0,17,7
Kimi-K2.6,IPIP-NEO-120,Extraversion,2.1904761904761907,3.3333333333333335,2.3333333333333335,2.1904761904761907,2.6666666666666665,21,3
Kimi-K2.6,IPIP-NEO-120,Neuroticism,1.0526315789473684,2.2,1.2916666666666667,1.0526315789473684,3.8,19,5
Kimi-K2.6,IPIP-NEO-120,Openness,2.933333333333333,3.4444444444444446,3.125,2.933333333333333,2.5555555555555554,15,9
Kimi-K2.6,SD3,Narcissism,1.1666666666666667,4.333333333333333,2.2222222222222223,1.1666666666666667,1.6666666666666667,6,3
Kimi-K2.6,SD3,Psychopathy,1.5714285714285714,1.5,1.5555555555555556,1.5714285714285714,4.5,7,2
Kimi-K2.6,ZKPQ-50-CC,Activity,0.0,0.5,0.1,0.0,0.5,8,2
Kimi-K2.6,ZKPQ-50-CC,Aggression-Hostility,0.0,0.6666666666666666,0.2,0.0,0.3333333333333333,7,3
Kimi-K2.6,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
Kimi-K2.6,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
MiniMax-M2.7,EPQR-A,Extraversion,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,3,3
MiniMax-M2.7,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
MiniMax-M2.7,IPIP-NEO-120,Agreeableness,4.142857142857143,4.0588235294117645,4.083333333333333,4.142857142857143,1.9411764705882353,7,17
MiniMax-M2.7,IPIP-NEO-120,Conscientiousness,4.470588235294118,4.714285714285714,4.541666666666667,4.470588235294118,1.2857142857142858,17,7
MiniMax-M2.7,IPIP-NEO-120,Extraversion,3.238095238095238,2.3333333333333335,3.125,3.238095238095238,3.6666666666666665,21,3
MiniMax-M2.7,IPIP-NEO-120,Neuroticism,1.7894736842105263,1.8,1.7916666666666667,1.7894736842105263,4.2,19,5
MiniMax-M2.7,IPIP-NEO-120,Openness,3.0,3.2222222222222223,3.0833333333333335,3.0,2.7777777777777777,15,9
MiniMax-M2.7,SD3,Narcissism,2.6666666666666665,3.6666666666666665,3.0,2.6666666666666665,2.3333333333333335,6,3
MiniMax-M2.7,SD3,Psychopathy,2.142857142857143,1.5,2.0,2.142857142857143,4.5,7,2
MiniMax-M2.7,ZKPQ-50-CC,Activity,0.125,0.5,0.2,0.125,0.5,8,2
MiniMax-M2.7,ZKPQ-50-CC,Aggression-Hostility,0.14285714285714285,0.6666666666666666,0.3,0.14285714285714285,0.3333333333333333,7,3
MiniMax-M2.7,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,0.0,0.0,1.0,9,1
MiniMax-M2.7,ZKPQ-50-CC,Sociability,0.0,0.6666666666666666,0.4,0.0,0.3333333333333333,4,6
Qwen3-235B-A22B,EPQR-A,Extraversion,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,3,3
Qwen3-235B-A22B,EPQR-A,Lie,0.0,0.0,0.0,0.0,1.0,4,2
Qwen3-235B-A22B,IPIP-NEO-120,Agreeableness,4.428571428571429,4.352941176470588,4.375,4.428571428571429,1.6470588235294117,7,17
Qwen3-235B-A22B,IPIP-NEO-120,Conscientiousness,4.470588235294118,4.142857142857143,4.375,4.470588235294118,1.8571428571428572,17,7
Qwen3-235B-A22B,IPIP-NEO-120,Extraversion,3.5238095238095237,3.3333333333333335,3.5,3.5238095238095237,2.6666666666666665,21,3
Qwen3-235B-A22B,IPIP-NEO-120,Neuroticism,2.789473684210526,2.6,2.75,2.789473684210526,3.4,19,5
Qwen3-235B-A22B,IPIP-NEO-120,Openness,4.6,3.7777777777777777,4.291666666666667,4.6,2.2222222222222223,15,9
Qwen3-235B-A22B,SD3,Narcissism,3.1666666666666665,3.3333333333333335,3.2222222222222223,3.1666666666666665,2.6666666666666665,6,3
Qwen3-235B-A22B,SD3,Psychopathy,2.142857142857143,1.0,1.8888888888888888,2.142857142857143,5.0,7,2
Qwen3-235B-A22B,ZKPQ-50-CC,Activity,0.625,0.0,0.5,0.625,1.0,8,2
Qwen3-235B-A22B,ZKPQ-50-CC,Aggression-Hostility,0.7142857142857143,0.6666666666666666,0.7,0.7142857142857143,0.3333333333333333,7,3
Qwen3-235B-A22B,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888,0.0,0.8,0.8888888888888888,1.0,9,1
Qwen3-235B-A22B,ZKPQ-50-CC,Sociability,0.75,0.0,0.3,0.75,1.0,4,6
Qwen3.5-122B-A10B,EPQR-A,Extraversion,0.0,1.0,0.5,0.0,0.0,3,3
Qwen3.5-122B-A10B,EPQR-A,Lie,0.0,1.0,0.3333333333333333,0.0,0.0,4,2
Qwen3.5-122B-A10B,IPIP-NEO-120,Agreeableness,4.428571428571429,4.588235294117647,4.541666666666667,4.428571428571429,1.411764705882353,7,17
Qwen3.5-122B-A10B,IPIP-NEO-120,Conscientiousness,4.294117647058823,5.0,4.5,4.294117647058823,1.0,17,7
Qwen3.5-122B-A10B,IPIP-NEO-120,Extraversion,2.380952380952381,3.3333333333333335,2.5,2.380952380952381,2.6666666666666665,21,3
Qwen3.5-122B-A10B,IPIP-NEO-120,Neuroticism,1.105263157894737,3.0,1.5,1.105263157894737,3.0,19,5
Qwen3.5-122B-A10B,IPIP-NEO-120,Openness,3.0,3.4444444444444446,3.1666666666666665,3.0,2.5555555555555554,15,9
Qwen3.5-122B-A10B,SD3,Narcissism,1.3333333333333333,4.333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,6,3
